train_acc,train_loss,val_acc,val_loss
0.04307368421052632,4.2295723,0.07400000000000001,3.9952667
0.09117894736842105,3.8559442,0.1008,3.8019924
0.14905263157894735,3.5224385,0.1696,3.429628
0.20850526315789472,3.1928957,0.22560000000000002,3.1954606
0.26618947368421053,2.8758821,0.26160000000000005,2.8687494
0.30701052631578946,2.6596105,0.28040000000000004,2.8890426
0.3457684210526316,2.4826593,0.3464,2.501399
0.37623157894736836,2.3384259,0.33159999999999995,2.7065103
0.4014105263157895,2.2194793,0.384,2.3668816
0.42621052631578943,2.1133392,0.41400000000000003,2.1883945
0.44351578947368425,2.0260065,0.43520000000000003,2.080588
0.4618947368421053,1.9484658,0.40680000000000005,2.3346224
0.4787789473684211,1.8786378,0.46520000000000006,2.0092144
0.4944421052631579,1.8147647,0.45399999999999996,2.0008152
0.5090105263157895,1.7567847,0.4644,2.0400796
0.5209894736842106,1.7056776,0.4504000000000001,2.0635738
0.5303368421052632,1.6648949,0.49239999999999995,1.9557233
0.5408421052631579,1.6213588,0.49200000000000005,1.9276396
0.5506947368421053,1.5836037,0.49400000000000005,1.9053068
0.5570526315789475,1.5450975,0.48840000000000006,1.926016
0.5694315789473685,1.5097498,0.488,2.002412
0.5753052631578947,1.477682,0.512,1.7913402
0.5839157894736842,1.4475365,0.5204,1.8444709
0.5902105263157895,1.4195479,0.5184000000000001,1.7736669
0.5961052631578947,1.3958383,0.5307999999999999,1.7063179
0.6040000000000001,1.3634006,0.5344,1.729055
0.6123368421052632,1.3406779,0.534,1.7515476
0.6163368421052633,1.3120081,0.5464,1.6987267
0.6232842105263158,1.2932497,0.5608000000000001,1.6062094
0.6274736842105263,1.2662084,0.5416,1.7083824
0.6368421052631579,1.2407181,0.5448,1.7094139
0.6397684210526315,1.2227912,0.5384,1.7379624
0.6457263157894737,1.2037963,0.5572,1.6559076
0.6509894736842105,1.1807897,0.562,1.6423652
0.6552631578947369,1.1636021,0.5548,1.7100716
0.6593684210526316,1.1501533,0.5484,1.7117143
0.6665473684210527,1.1297351,0.5599999999999999,1.6421356
0.6687789473684209,1.110865,0.5684,1.6417369
0.6726947368421053,1.0922458,0.5751999999999999,1.6724194
0.6776631578947369,1.0707172,0.586,1.6293161
0.684421052631579,1.0528699,0.5924,1.5602024
0.6870105263157894,1.0411463,0.5795999999999999,1.6227356
0.6921052631578948,1.0197761,0.5852,1.6484
0.6948421052631578,1.0069124,0.5732,1.6390314
0.6997473684210527,0.9908076,0.556,1.779797
0.7040000000000001,0.9708812,0.5832,1.5866436
0.7070315789473683,0.960107,0.5940000000000001,1.6347259
0.7128631578947368,0.9451727,0.5904,1.6502806
0.7150526315789473,0.9366494,0.5952000000000001,1.5778202
0.7210736842105263,0.9114342,0.5788,1.6210872
0.7230105263157894,0.90203524,0.5848,1.6029043
0.7266526315789474,0.89132494,0.5796,1.6470035
0.7323578947368421,0.8731991,0.5771999999999999,1.705256
0.7351368421052632,0.86381876,0.5992000000000001,1.6256653
0.7372631578947368,0.8438245,0.6044,1.5914241
0.7422736842105262,0.8343033,0.5908,1.7040371
0.7451578947368421,0.81906587,0.5855999999999999,1.7256927
0.7536210526315789,0.7995374,0.5928,1.6591773
0.7524421052631579,0.79670805,0.604,1.603472
0.7582315789473684,0.77584666,0.5992000000000001,1.635352
0.7607368421052632,0.7679865,0.5923999999999999,1.706587
0.7632842105263158,0.7551501,0.59,1.6957735
0.7640210526315789,0.7472501,0.6043999999999999,1.687307
0.7697894736842106,0.7374599,0.6032,1.6364396
0.7710105263157895,0.7281972,0.5924,1.7024391
0.7761052631578947,0.71137875,0.5956,1.6764337
0.7773473684210527,0.704219,0.5916,1.6758505
0.7838947368421053,0.6861261,0.6012000000000001,1.7118134
0.7858736842105263,0.680184,0.6032,1.7115482
0.788821052631579,0.66670334,0.6072000000000001,1.6812705
0.7926736842105263,0.65802246,0.6048,1.6745057
0.7945263157894737,0.6497674,0.608,1.6993513
0.7921263157894737,0.65001464,0.604,1.694659
0.7991368421052633,0.6293968,0.5920000000000001,1.7264612
0.8036842105263158,0.6235038,0.6,1.7041385
0.8043157894736842,0.619251,0.6004,1.73873
0.808842105263158,0.6091414,0.6008,1.7454889
0.8053473684210526,0.6011927,0.6024,1.733212
0.813978947368421,0.58621186,0.6052000000000001,1.7563667
0.8126315789473684,0.58747214,0.5976,1.7539161
0.8154315789473684,0.57929957,0.6076,1.7470785
0.8163368421052631,0.57217836,0.6016,1.7648664
0.8177473684210526,0.56909645,0.6048,1.7566379
0.8204421052631579,0.55791557,0.604,1.7719132
0.8213052631578948,0.5568328,0.6043999999999999,1.7655535
0.8234526315789473,0.5523719,0.6052,1.7738175
0.8237263157894736,0.54564124,0.606,1.7568737
0.8223578947368421,0.549122,0.6052000000000001,1.7833439
0.8250315789473683,0.54376847,0.6052,1.775269
0.8269473684210527,0.5392046,0.606,1.7761859
0.8289684210526316,0.53594905,0.6027999999999999,1.7834522
0.8310105263157895,0.53154975,0.6056,1.772275
0.8293263157894737,0.52724856,0.6024,1.7767992
0.8283578947368422,0.5307363,0.6035999999999999,1.7827197
0.8321052631578948,0.52359635,0.6052000000000001,1.7832402
0.8300210526315789,0.524247,0.6032,1.7886596
0.8323368421052632,0.5187669,0.6032,1.7822161
0.8301263157894737,0.52400464,0.604,1.7798817
0.8322947368421053,0.52055144,0.6032,1.7876096
0.8323157894736841,0.5243677,0.6,1.7881585
