train_acc,train_loss,val_acc,val_loss
0.044652631578947374,4.203688,0.012000000000000002,4.6702123
0.10303157894736845,3.7994688,0.022400000000000003,4.628544
0.15966315789473684,3.4701054,0.013600000000000001,5.06794
0.21357894736842106,3.1720924,0.018000000000000002,5.423387
0.26397894736842104,2.9102826,0.0164,5.5341206
0.3018736842105263,2.7149718,0.017200000000000003,5.5562577
0.33399999999999996,2.5535107,0.018000000000000002,5.585944
0.3614947368421052,2.425689,0.0088,5.9711046
0.3855368421052631,2.3112197,0.0088,6.0449457
0.4055157894736842,2.219831,0.011200000000000002,5.5728784
0.4216631578947369,2.142744,0.008400000000000001,6.5527635
0.4407578947368421,2.0646553,0.008400000000000001,6.752451
0.4547578947368421,2.0087261,0.0084,6.48779
0.46698947368421057,1.9444664,0.008400000000000001,7.689935
0.47974736842105264,1.8819411,0.008400000000000001,7.9495573
0.4924631578947369,1.8277646,0.008400000000000001,8.570663
0.5045684210526317,1.7756196,0.008400000000000001,8.144566
0.5161473684210527,1.7303646,0.008400000000000001,7.8167152
0.5273684210526316,1.6890272,0.0084,8.353216
0.5339368421052632,1.654772,0.0084,8.2340975
0.5422736842105264,1.6164132,0.0084,7.3379045
0.5550526315789474,1.5828061,0.008400000000000001,8.822889
0.5558947368421053,1.5581787,0.0084,8.596435
0.5661684210526318,1.5218997,0.0084,7.8016148
0.5700210526315789,1.5040085,0.008400000000000001,7.442717
0.5772210526315791,1.4685123,0.008400000000000001,8.6455345
0.5876842105263157,1.4383911,0.008400000000000001,9.235783
0.5924631578947369,1.4175087,0.0084,7.90657
0.5978526315789473,1.3969084,0.0084,8.152051
0.6057684210526316,1.3757355,0.008400000000000001,8.026739
0.6083157894736841,1.3491573,0.0084,8.427301
0.6135789473684211,1.3330597,0.008400000000000001,7.8972406
0.617157894736842,1.3088946,0.008400000000000001,8.195364
0.6242947368421053,1.2877631,0.008400000000000001,7.7056994
0.6255157894736842,1.2722121,0.008400000000000001,7.8904505
0.6334736842105263,1.2549433,0.008400000000000001,7.407393
0.6350947368421053,1.2401135,0.0084,9.064893
0.6429052631578948,1.216112,0.0084,8.473157
0.6475789473684211,1.1965897,0.008400000000000001,8.132885
0.6521052631578947,1.1765573,0.008400000000000001,8.539452
0.657221052631579,1.1601871,0.0084,8.545149
0.6605684210526316,1.1452383,0.0084,8.941656
0.6684210526315789,1.1239014,0.0084,8.318048
0.6660421052631579,1.1232747,0.0084,8.492039
0.6714526315789472,1.1021318,0.008400000000000001,8.150433
0.6792631578947368,1.0781134,0.008400000000000001,8.500428
0.6790947368421052,1.0740227,0.0084,8.305291
0.6836,1.049114,0.008400000000000001,9.180519
0.6894736842105265,1.0353165,0.008400000000000001,7.6533036
0.691157894736842,1.0267057,0.0084,8.563859
0.6928210526315789,1.0089184,0.0084,7.9567275
0.6989052631578947,0.9980616,0.0084,8.695066
0.7016842105263157,0.98792565,0.008400000000000001,7.9923944
0.7073894736842105,0.96968454,0.008400000000000001,8.832285
0.7085263157894736,0.9569048,0.008400000000000001,7.794956
0.7142526315789474,0.94268596,0.008400000000000001,8.340723
0.7173894736842105,0.931344,0.008400000000000001,8.672236
0.7212631578947369,0.9166887,0.008400000000000001,8.209292
0.7219578947368421,0.90305114,0.0084,8.29437
0.7273684210526316,0.89410055,0.008400000000000001,8.456548
0.7300210526315789,0.8758303,0.008400000000000001,8.446951
0.733642105263158,0.86537904,0.008400000000000001,8.911917
0.7374105263157894,0.8577418,0.008400000000000001,8.8516245
0.7385263157894736,0.842126,0.008400000000000001,8.867424
0.7389473684210527,0.8421116,0.008400000000000001,8.560154
0.7450947368421051,0.82387733,0.008400000000000001,9.568527
0.7474526315789474,0.8171918,0.0084,9.03506
0.7490315789473684,0.8032908,0.0084,9.188998
0.7532631578947369,0.7928787,0.008400000000000001,9.406558
0.7564631578947367,0.78560096,0.008400000000000001,9.74878
0.7605684210526316,0.7752925,0.008400000000000001,9.5732565
0.762378947368421,0.76634943,0.008400000000000001,9.361607
0.7643789473684212,0.7565214,0.008400000000000001,9.389154
0.7679578947368421,0.74802244,0.008400000000000001,9.038979
0.7703368421052631,0.7374031,0.008400000000000001,9.5459385
0.7714947368421052,0.7362507,0.0084,9.399743
0.7730947368421053,0.72738624,0.008400000000000001,9.309577
0.776357894736842,0.7171492,0.008400000000000001,9.056362
0.7767368421052631,0.71054804,0.008400000000000001,9.644083
0.779157894736842,0.7065172,0.008400000000000001,9.39039
0.7816631578947367,0.69728607,0.008400000000000001,9.637464
0.7823368421052632,0.6955588,0.008400000000000001,9.888144
0.7825684210526317,0.6923003,0.008400000000000001,9.772187
0.7903157894736842,0.67327493,0.008400000000000001,9.628274
0.7871368421052631,0.67348325,0.0084,9.935234
0.7896210526315789,0.6669509,0.008400000000000001,9.638001
0.7916631578947368,0.6662925,0.008400000000000001,9.464256
0.7912631578947369,0.66185844,0.0084,9.614303
0.7927578947368422,0.6578256,0.008400000000000001,9.76332
0.7947578947368421,0.6527173,0.008400000000000001,9.718352
0.7959578947368422,0.64993817,0.008400000000000001,9.745754
0.7950736842105263,0.6520688,0.008400000000000001,9.634779
0.7958526315789475,0.6479721,0.0084,9.696399
0.7946736842105264,0.6508605,0.008400000000000001,9.694086
0.796,0.6461815,0.0084,9.78313
0.7979157894736842,0.64174646,0.008400000000000001,9.731577
0.7987157894736842,0.642389,0.008400000000000001,9.599451
0.7991157894736842,0.6350146,0.008400000000000001,9.771899
0.7989473684210526,0.6355271,0.008400000000000001,9.724301
0.795663157894737,0.6431184,0.008400000000000001,9.727377
